SeqID,subtype,distance_from_B,n_mutations,drug_class
115073,non-B,0.12121212121212122,12,PI
235723,B_divergent,0.06060606060606061,6,PI
615372,B,0.04040404040404041,4,PI
89972,non-B,0.13131313131313133,13,PI
117003,B_divergent,0.09090909090909091,9,PI
38752,non-B,0.10101010101010101,10,PI
216637,B_divergent,0.050505050505050504,5,PI
206431,non-B,0.16161616161616163,16,PI
205628,non-B,0.13131313131313133,13,PI
112930,non-B,0.13131313131313133,13,PI
259227,non-B,0.1414141414141414,14,PI
11224,B_divergent,0.050505050505050504,5,PI
216599,B_divergent,0.050505050505050504,5,PI
46182,B_divergent,0.09090909090909091,9,PI
207305,non-B,0.12121212121212122,12,PI
143487,non-B,0.21212121212121213,21,PI
116527,non-B,0.13131313131313133,13,PI
51100,B_divergent,0.06060606060606061,6,PI
59354,B_divergent,0.0707070707070707,7,PI
38812,non-B,0.16161616161616163,16,PI
46172,non-B,0.1111111111111111,11,PI
75034,B,0.04040404040404041,4,PI
12938,B,0.020202020202020204,2,PI
122889,B_divergent,0.09090909090909091,9,PI
614684,non-B,0.1111111111111111,11,PI
40448,B_divergent,0.08080808080808081,8,PI
112544,B_divergent,0.08080808080808081,8,PI
61125,B,0.010101010101010102,1,PI
52891,non-B,0.1111111111111111,11,PI
614852,non-B,0.16161616161616163,16,PI
614568,non-B,0.13131313131313133,13,PI
45108,B_divergent,0.09090909090909091,9,PI
7085,B_divergent,0.09090909090909091,9,PI
115079,non-B,0.18181818181818182,18,PI
187151,non-B,0.1111111111111111,11,PI
615020,non-B,0.1111111111111111,11,PI
89040,non-B,0.12121212121212122,12,PI
615188,non-B,0.1717171717171717,17,PI
615444,non-B,0.1717171717171717,17,PI
44050,B,0.030303030303030304,3,PI
12377,B_divergent,0.08080808080808081,8,PI
112494,non-B,0.1919191919191919,19,PI
187195,B,0.010101010101010102,1,PI
117049,B_divergent,0.0707070707070707,7,PI
109408,B_divergent,0.0707070707070707,7,PI
46685,B,0.030303030303030304,3,PI
64995,B,0.04040404040404041,4,PI
615346,non-B,0.23232323232323232,23,PI
89970,non-B,0.12121212121212122,12,PI
614786,non-B,0.15151515151515152,15,PI
205626,non-B,0.15151515151515152,15,PI
46216,non-B,0.13131313131313133,13,PI
614940,non-B,0.1111111111111111,11,PI
147551,non-B,0.13131313131313133,13,PI
116529,non-B,0.1111111111111111,11,PI
81927,non-B,0.1111111111111111,11,PI
65193,B,0.030303030303030304,3,PI
4690,non-B,0.10101010101010101,10,PI
187119,non-B,0.25252525252525254,25,PI
615136,non-B,0.1717171717171717,17,PI
41678,non-B,0.12121212121212122,12,PI
51548,non-B,0.12121212121212122,12,PI
112934,non-B,0.16161616161616163,16,PI
26122,B_divergent,0.0707070707070707,7,PI
13244,B_divergent,0.0707070707070707,7,PI
5462,B_divergent,0.06060606060606061,6,PI
216661,B_divergent,0.0707070707070707,7,PI
117123,non-B,0.1111111111111111,11,PI
89938,B_divergent,0.09090909090909091,9,PI
38866,B_divergent,0.050505050505050504,5,PI
75058,B_divergent,0.09090909090909091,9,PI
112891,non-B,0.20202020202020202,20,PI
235703,non-B,0.24242424242424243,24,PI
113056,non-B,0.1414141414141414,14,PI
143473,non-B,0.16161616161616163,16,PI
614490,B_divergent,0.0707070707070707,7,PI
45104,B_divergent,0.09090909090909091,9,PI
45103,B_divergent,0.050505050505050504,5,PI
81857,B_divergent,0.06060606060606061,6,PI
44090,B,0.010101010101010102,1,PI
614926,non-B,0.10101010101010101,10,PI
117007,B,0.0,0,PI
61119,B,0.010101010101010102,1,PI
81881,B,0.030303030303030304,3,PI
112474,B_divergent,0.06060606060606061,6,PI
172142,B,0.04040404040404041,4,PI
109434,B,0.030303030303030304,3,PI
81795,B_divergent,0.050505050505050504,5,PI
60114,B_divergent,0.06060606060606061,6,PI
235711,B_divergent,0.0707070707070707,7,PI
187175,B_divergent,0.08080808080808081,8,PI
38794,B_divergent,0.09090909090909091,9,PI
10574,non-B,0.1111111111111111,11,PI
117067,B_divergent,0.08080808080808081,8,PI
74962,B,0.030303030303030304,3,PI
68068,B_divergent,0.0707070707070707,7,PI
68069,B_divergent,0.08080808080808081,8,PI
614548,non-B,0.1414141414141414,14,PI
122879,B_divergent,0.09090909090909091,9,PI
259255,B_divergent,0.06060606060606061,6,PI
8674,B,0.010101010101010102,1,PI
27084,non-B,0.13131313131313133,13,PI
148053,non-B,0.1717171717171717,17,PI
112879,non-B,0.10101010101010101,10,PI
112590,B_divergent,0.08080808080808081,8,PI
89992,non-B,0.1111111111111111,11,PI
615106,B,0.020202020202020204,2,PI
12942,B_divergent,0.09090909090909091,9,PI
57456,non-B,0.16161616161616163,16,PI
148057,B_divergent,0.050505050505050504,5,PI
235685,non-B,0.20202020202020202,20,PI
66668,B_divergent,0.06060606060606061,6,PI
614700,non-B,0.10101010101010101,10,PI
205593,B_divergent,0.09090909090909091,9,PI
216645,B_divergent,0.0707070707070707,7,PI
614504,B_divergent,0.06060606060606061,6,PI
46199,B_divergent,0.08080808080808081,8,PI
257947,B_divergent,0.09090909090909091,9,PI
205696,B_divergent,0.06060606060606061,6,PI
58809,B,0.04040404040404041,4,PI
50868,B_divergent,0.0707070707070707,7,PI
147995,B,0.030303030303030304,3,PI
117099,non-B,0.10101010101010101,10,PI
615266,non-B,0.1717171717171717,17,PI
89964,non-B,0.10101010101010101,10,PI
112897,non-B,0.15151515151515152,15,PI
45074,B,0.030303030303030304,3,PI
45076,B_divergent,0.0707070707070707,7,PI
109474,B,0.04040404040404041,4,PI
68338,non-B,0.10101010101010101,10,PI
44112,B,0.030303030303030304,3,PI
112970,non-B,0.1717171717171717,17,PI
98114,non-B,0.24242424242424243,24,PI
60110,B_divergent,0.0707070707070707,7,PI
259195,B_divergent,0.06060606060606061,6,PI
98605,B_divergent,0.0707070707070707,7,PI
54162,B,0.010101010101010102,1,PI
145701,B,0.030303030303030304,3,PI
615040,B,0.020202020202020204,2,PI
81819,non-B,0.23232323232323232,23,PI
64575,B,0.030303030303030304,3,PI
61097,B,0.030303030303030304,3,PI
73560,non-B,0.1414141414141414,14,PI
615310,B,0.020202020202020204,2,PI
615200,non-B,0.1414141414141414,14,PI
145208,B,0.04040404040404041,4,PI
614576,non-B,0.1717171717171717,17,PI
614878,non-B,0.15151515151515152,15,PI
615406,non-B,0.10101010101010101,10,PI
615404,non-B,0.1111111111111111,11,PI
38910,B_divergent,0.0707070707070707,7,PI
187187,B,0.020202020202020204,2,PI
81867,non-B,0.13131313131313133,13,PI
77321,non-B,0.13131313131313133,13,PI
614798,B,0.020202020202020204,2,PI
44054,B_divergent,0.06060606060606061,6,PI
60104,B,0.04040404040404041,4,PI
45101,B_divergent,0.08080808080808081,8,PI
109480,B_divergent,0.0707070707070707,7,PI
112877,non-B,0.16161616161616163,16,PI
68335,B_divergent,0.09090909090909091,9,PI
89048,non-B,0.1919191919191919,19,PI
89990,non-B,0.1717171717171717,17,PI
159114,non-B,0.1111111111111111,11,PI
109428,B,0.010101010101010102,1,PI
61117,B_divergent,0.050505050505050504,5,PI
615116,B,0.030303030303030304,3,PI
113060,non-B,0.21212121212121213,21,PI
615078,B,0.04040404040404041,4,PI
116924,non-B,0.1414141414141414,14,PI
58814,B_divergent,0.09090909090909091,9,PI
56220,B_divergent,0.06060606060606061,6,PI
614754,B,0.030303030303030304,3,PI
13241,B_divergent,0.0707070707070707,7,PI
197096,B_divergent,0.08080808080808081,8,PI
38864,non-B,0.15151515151515152,15,PI
614670,non-B,0.10101010101010101,10,PI
112586,non-B,0.1414141414141414,14,PI
5707,non-B,0.13131313131313133,13,PI
614890,non-B,0.23232323232323232,23,PI
28231,non-B,0.1111111111111111,11,PI
187123,B_divergent,0.050505050505050504,5,PI
187173,B_divergent,0.050505050505050504,5,PI
235691,B,0.020202020202020204,2,PI
56022,B,0.04040404040404041,4,PI
89952,non-B,0.1414141414141414,14,PI
112899,non-B,0.12121212121212122,12,PI
148047,non-B,0.13131313131313133,13,PI
12944,B_divergent,0.06060606060606061,6,PI
12158,non-B,0.1414141414141414,14,PI
54163,B,0.04040404040404041,4,PI
259183,B_divergent,0.06060606060606061,6,PI
172128,non-B,0.16161616161616163,16,PI
8253,B_divergent,0.09090909090909091,9,PI
117115,B_divergent,0.06060606060606061,6,PI
205644,non-B,0.24242424242424243,24,PI
614554,non-B,0.13131313131313133,13,PI
614624,non-B,0.1111111111111111,11,PI
80992,B_divergent,0.0707070707070707,7,PI
117045,B,0.030303030303030304,3,PI
117109,non-B,0.16161616161616163,16,PI
109484,B,0.04040404040404041,4,PI
26624,non-B,0.13131313131313133,13,PI
52836,B_divergent,0.06060606060606061,6,PI
4538,non-B,0.10101010101010101,10,PI
614634,B_divergent,0.06060606060606061,6,PI
112518,non-B,0.1414141414141414,14,PI
615176,B_divergent,0.09090909090909091,9,PI
116521,non-B,0.1717171717171717,17,PI
60649,B,0.030303030303030304,3,PI
216643,B_divergent,0.06060606060606061,6,PI
44110,B_divergent,0.0707070707070707,7,PI
615460,non-B,0.15151515151515152,15,PI
81863,B,0.04040404040404041,4,PI
45040,B_divergent,0.0707070707070707,7,PI
615278,non-B,0.1111111111111111,11,PI
40018,B_divergent,0.09090909090909091,9,PI
82065,non-B,0.12121212121212122,12,PI
9557,B,0.030303030303030304,3,PI
56144,non-B,0.1111111111111111,11,PI
56498,B,0.04040404040404041,4,PI
615468,B,0.04040404040404041,4,PI
66812,non-B,0.12121212121212122,12,PI
614796,non-B,0.12121212121212122,12,PI
6024,B_divergent,0.09090909090909091,9,PI
117027,non-B,0.20202020202020202,20,PI
615068,B_divergent,0.06060606060606061,6,PI
46709,B_divergent,0.06060606060606061,6,PI
615366,non-B,0.18181818181818182,18,PI
187131,non-B,0.15151515151515152,15,PI
109388,B,0.020202020202020204,2,PI
615402,B,0.04040404040404041,4,PI
143453,B_divergent,0.0707070707070707,7,PI
90012,non-B,0.13131313131313133,13,PI
258505,B,0.020202020202020204,2,PI
8506,B_divergent,0.06060606060606061,6,PI
27880,non-B,0.1111111111111111,11,PI
105320,non-B,0.1414141414141414,14,PI
61145,B_divergent,0.09090909090909091,9,PI
614740,non-B,0.20202020202020202,20,PI
26080,non-B,0.12121212121212122,12,PI
75110,non-B,0.13131313131313133,13,PI
615144,B,0.030303030303030304,3,PI
27087,B_divergent,0.08080808080808081,8,PI
8093,B_divergent,0.09090909090909091,9,PI
235737,non-B,0.15151515151515152,15,PI
38730,non-B,0.12121212121212122,12,PI
38756,B_divergent,0.050505050505050504,5,PI
27088,B_divergent,0.050505050505050504,5,PI
148131,B,0.030303030303030304,3,PI
55760,non-B,0.13131313131313133,13,PI
614816,non-B,0.10101010101010101,10,PI
614818,B_divergent,0.0707070707070707,7,PI
147975,non-B,0.15151515151515152,15,PI
26121,non-B,0.10101010101010101,10,PI
615218,non-B,0.12121212121212122,12,PI
216615,B_divergent,0.08080808080808081,8,PI
5464,non-B,0.1111111111111111,11,PI
206415,B_divergent,0.0707070707070707,7,PI
259185,B_divergent,0.06060606060606061,6,PI
66642,non-B,0.1919191919191919,19,PI
66643,non-B,0.21212121212121213,21,PI
66640,B_divergent,0.09090909090909091,9,PI
112912,non-B,0.10101010101010101,10,PI
614612,B,0.030303030303030304,3,PI
38720,non-B,0.12121212121212122,12,PI
259221,B,0.030303030303030304,3,PI
75076,non-B,0.1414141414141414,14,PI
148103,non-B,0.10101010101010101,10,PI
148089,non-B,0.12121212121212122,12,PI
73700,B_divergent,0.08080808080808081,8,PI
148039,non-B,0.12121212121212122,12,PI
46705,B_divergent,0.050505050505050504,5,PI
615458,non-B,0.1414141414141414,14,PI
148129,B,0.030303030303030304,3,PI
615440,B,0.030303030303030304,3,PI
60090,B_divergent,0.0707070707070707,7,PI
205689,B_divergent,0.06060606060606061,6,PI
615002,B_divergent,0.0707070707070707,7,PI
16401,non-B,0.10101010101010101,10,PI
116509,B_divergent,0.050505050505050504,5,PI
61147,B_divergent,0.050505050505050504,5,PI
66676,B_divergent,0.09090909090909091,9,PI
90010,non-B,0.12121212121212122,12,PI
112478,non-B,0.1111111111111111,11,PI
614904,non-B,0.1414141414141414,14,PI
10436,non-B,0.1111111111111111,11,PI
56974,B,0.020202020202020204,2,PI
148019,B,0.020202020202020204,2,PI
28226,B,0.020202020202020204,2,PI
122870,non-B,0.13131313131313133,13,PI
615228,non-B,0.1111111111111111,11,PI
614924,non-B,0.13131313131313133,13,PI
41885,B_divergent,0.0707070707070707,7,PI
81847,non-B,0.15151515151515152,15,PI
65137,B,0.030303030303030304,3,PI
187141,non-B,0.1717171717171717,17,PI
115061,non-B,0.1717171717171717,17,PI
46699,non-B,0.10101010101010101,10,PI
614488,non-B,0.1111111111111111,11,PI
257923,B,0.020202020202020204,2,PI
56110,non-B,0.12121212121212122,12,PI
12679,non-B,0.10101010101010101,10,PI
614538,non-B,0.13131313131313133,13,PI
54303,non-B,0.1414141414141414,14,PI
259251,non-B,0.12121212121212122,12,PI
149192,B,0.04040404040404041,4,PI
38884,non-B,0.1111111111111111,11,PI
54179,B,0.04040404040404041,4,PI
112562,non-B,0.16161616161616163,16,PI
66811,non-B,0.1111111111111111,11,PI
143328,non-B,0.12121212121212122,12,PI
615094,non-B,0.15151515151515152,15,PI
28215,B,0.020202020202020204,2,PI
206445,non-B,0.16161616161616163,16,PI
615336,non-B,0.15151515151515152,15,PI
216595,B_divergent,0.050505050505050504,5,PI
26096,B_divergent,0.0707070707070707,7,PI
40595,B_divergent,0.06060606060606061,6,PI
143451,non-B,0.10101010101010101,10,PI
13242,B_divergent,0.0707070707070707,7,PI
64539,B,0.020202020202020204,2,PI
9722,B_divergent,0.09090909090909091,9,PI
148091,non-B,0.15151515151515152,15,PI
81919,B,0.030303030303030304,3,PI
98512,B,0.010101010101010102,1,PI
197098,non-B,0.12121212121212122,12,PI
615256,B_divergent,0.08080808080808081,8,PI
216617,B,0.020202020202020204,2,PI
74990,non-B,0.1111111111111111,11,PI
116507,B_divergent,0.0707070707070707,7,PI
205690,B,0.04040404040404041,4,PI
206411,B_divergent,0.06060606060606061,6,PI
27475,B_divergent,0.050505050505050504,5,PI
55845,non-B,0.13131313131313133,13,PI
614846,B,0.04040404040404041,4,PI
614464,non-B,0.1919191919191919,19,PI
73705,B_divergent,0.0707070707070707,7,PI
102771,B_divergent,0.050505050505050504,5,PI
187137,non-B,0.1111111111111111,11,PI
65125,B,0.020202020202020204,2,PI
47999,non-B,0.12121212121212122,12,PI
5279,non-B,0.13131313131313133,13,PI
614934,B,0.020202020202020204,2,PI
105316,non-B,0.1717171717171717,17,PI
109392,B,0.020202020202020204,2,PI
51571,B,0.010101010101010102,1,PI
614566,non-B,0.10101010101010101,10,PI
112532,non-B,0.10101010101010101,10,PI
112530,non-B,0.10101010101010101,10,PI
38882,non-B,0.13131313131313133,13,PI
614844,B,0.04040404040404041,4,PI
28221,B_divergent,0.0707070707070707,7,PI
259173,non-B,0.12121212121212122,12,PI
26608,B,0.030303030303030304,3,PI
615492,B_divergent,0.09090909090909091,9,PI
117085,B_divergent,0.0707070707070707,7,PI
90004,non-B,0.13131313131313133,13,PI
615260,non-B,0.1717171717171717,17,PI
143344,non-B,0.10101010101010101,10,PI
147979,B,0.030303030303030304,3,PI
68345,non-B,0.1111111111111111,11,PI
147550,non-B,0.23232323232323232,23,PI
615172,non-B,0.18181818181818182,18,PI
66808,non-B,0.1111111111111111,11,PI
81945,B_divergent,0.09090909090909091,9,PI
81943,B_divergent,0.0707070707070707,7,PI
257953,B_divergent,0.050505050505050504,5,PI
198539,non-B,0.20202020202020202,20,PI
614974,non-B,0.1111111111111111,11,PI
615186,non-B,0.13131313131313133,13,PI
54182,B,0.020202020202020204,2,PI
74968,non-B,0.12121212121212122,12,PI
5444,non-B,0.13131313131313133,13,PI
44074,B,0.030303030303030304,3,PI
112405,non-B,0.10101010101010101,10,PI
112853,non-B,0.10101010101010101,10,PI
109460,B,0.020202020202020204,2,PI
259191,non-B,0.16161616161616163,16,PI
198535,B,0.030303030303030304,3,PI
216623,B_divergent,0.08080808080808081,8,PI
105350,non-B,0.18181818181818182,18,PI
615134,non-B,0.1717171717171717,17,PI
116501,B_divergent,0.0707070707070707,7,PI
27476,non-B,0.1717171717171717,17,PI
27477,non-B,0.16161616161616163,16,PI
615334,B_divergent,0.050505050505050504,5,PI
112401,non-B,0.15151515151515152,15,PI
109464,B_divergent,0.0707070707070707,7,PI
73536,B,0.030303030303030304,3,PI
112373,non-B,0.15151515151515152,15,PI
81835,B_divergent,0.09090909090909091,9,PI
26926,B,0.04040404040404041,4,PI
615194,non-B,0.12121212121212122,12,PI
145685,B,0.020202020202020204,2,PI
14982,non-B,0.13131313131313133,13,PI
115776,B_divergent,0.06060606060606061,6,PI
64877,B_divergent,0.0707070707070707,7,PI
45058,non-B,0.13131313131313133,13,PI
45057,non-B,0.13131313131313133,13,PI
81939,non-B,0.10101010101010101,10,PI
235701,non-B,0.23232323232323232,23,PI
54173,B,0.04040404040404041,4,PI
144045,non-B,0.18181818181818182,18,PI
148111,B_divergent,0.050505050505050504,5,PI
81012,B_divergent,0.08080808080808081,8,PI
614706,non-B,0.1414141414141414,14,PI
615412,B_divergent,0.050505050505050504,5,PI
27096,B_divergent,0.06060606060606061,6,PI
117089,non-B,0.16161616161616163,16,PI
614500,non-B,0.18181818181818182,18,PI
205609,B,0.04040404040404041,4,PI
117023,non-B,0.15151515151515152,15,PI
148067,B,0.020202020202020204,2,PI
112536,non-B,0.1414141414141414,14,PI
50858,B,0.0,0,PI
107977,non-B,0.16161616161616163,16,PI
5681,non-B,0.13131313131313133,13,PI
148073,B,0.020202020202020204,2,PI
257963,B_divergent,0.06060606060606061,6,PI
38792,non-B,0.1111111111111111,11,PI
74916,non-B,0.1414141414141414,14,PI
57000,B_divergent,0.08080808080808081,8,PI
615000,non-B,0.18181818181818182,18,PI
102768,B,0.04040404040404041,4,PI
55837,B_divergent,0.050505050505050504,5,PI
112566,non-B,0.15151515151515152,15,PI
27092,B_divergent,0.0707070707070707,7,PI
54183,B_divergent,0.08080808080808081,8,PI
48035,B_divergent,0.08080808080808081,8,PI
117140,non-B,0.1414141414141414,14,PI
614884,non-B,0.15151515151515152,15,PI
12940,B,0.04040404040404041,4,PI
112855,non-B,0.12121212121212122,12,PI
614614,B_divergent,0.06060606060606061,6,PI
68350,non-B,0.10101010101010101,10,PI
614590,non-B,0.10101010101010101,10,PI
61101,B,0.010101010101010102,1,PI
109412,B,0.010101010101010102,1,PI
68353,B_divergent,0.08080808080808081,8,PI
45080,B,0.04040404040404041,4,PI
44070,B,0.030303030303030304,3,PI
64897,B,0.04040404040404041,4,PI
39954,B,0.04040404040404041,4,PI
614814,B_divergent,0.06060606060606061,6,PI
615050,non-B,0.18181818181818182,18,PI
64657,B,0.030303030303030304,3,PI
198529,B_divergent,0.09090909090909091,9,PI
51607,non-B,0.1717171717171717,17,PI
112379,B_divergent,0.08080808080808081,8,PI
112395,B,0.04040404040404041,4,PI
615534,non-B,0.21212121212121213,21,PI
615532,non-B,0.24242424242424243,24,PI
61139,non-B,0.1919191919191919,19,PI
54172,B_divergent,0.050505050505050504,5,PI
235721,non-B,0.12121212121212122,12,PI
148109,non-B,0.10101010101010101,10,PI
235739,B,0.04040404040404041,4,PI
112383,B_divergent,0.0707070707070707,7,PI
109454,B,0.0,0,PI
615506,B_divergent,0.050505050505050504,5,PI
112449,non-B,0.1717171717171717,17,PI
54305,non-B,0.1111111111111111,11,PI
59256,B,0.04040404040404041,4,PI
44094,B,0.020202020202020204,2,PI
123049,non-B,0.18181818181818182,18,PI
68348,B_divergent,0.09090909090909091,9,PI
614662,B_divergent,0.08080808080808081,8,PI
112500,non-B,0.15151515151515152,15,PI
8090,non-B,0.1111111111111111,11,PI
55954,non-B,0.1717171717171717,17,PI
614742,non-B,0.1717171717171717,17,PI
50513,B_divergent,0.0707070707070707,7,PI
145681,B_divergent,0.050505050505050504,5,PI
64913,B,0.030303030303030304,3,PI
216625,B,0.010101010101010102,1,PI
86690,non-B,0.16161616161616163,16,PI
205686,B,0.030303030303030304,3,PI
615070,non-B,0.1919191919191919,19,PI
81008,non-B,0.12121212121212122,12,PI
66678,B_divergent,0.08080808080808081,8,PI
615364,non-B,0.10101010101010101,10,PI
28230,B_divergent,0.06060606060606061,6,PI
117079,B,0.020202020202020204,2,PI
614962,non-B,0.18181818181818182,18,PI
148077,B,0.04040404040404041,4,PI
148041,B_divergent,0.06060606060606061,6,PI
148083,B_divergent,0.050505050505050504,5,PI
81883,B,0.020202020202020204,2,PI
8654,B_divergent,0.08080808080808081,8,PI
66266,non-B,0.15151515151515152,15,PI
115065,non-B,0.1414141414141414,14,PI
112524,non-B,0.1111111111111111,11,PI
615292,non-B,0.1919191919191919,19,PI
103191,B,0.010101010101010102,1,PI
148125,B,0.020202020202020204,2,PI
61441,non-B,0.1111111111111111,11,PI
614860,B,0.04040404040404041,4,PI
81849,non-B,0.12121212121212122,12,PI
44038,B,0.030303030303030304,3,PI
4698,B_divergent,0.06060606060606061,6,PI
112482,B,0.04040404040404041,4,PI
102765,B_divergent,0.0707070707070707,7,PI
148075,B,0.020202020202020204,2,PI
117017,B_divergent,0.050505050505050504,5,PI
90006,non-B,0.18181818181818182,18,PI
148017,B,0.030303030303030304,3,PI
614954,non-B,0.20202020202020202,20,PI
112381,non-B,0.13131313131313133,13,PI
112451,B_divergent,0.08080808080808081,8,PI
50656,B_divergent,0.09090909090909091,9,PI
98597,B_divergent,0.050505050505050504,5,PI
615282,non-B,0.1414141414141414,14,PI
112457,non-B,0.1111111111111111,11,PI
66809,non-B,0.1111111111111111,11,PI
235727,B_divergent,0.0707070707070707,7,PI
29040,B_divergent,0.050505050505050504,5,PI
61137,non-B,0.1717171717171717,17,PI
614638,non-B,0.16161616161616163,16,PI
614720,non-B,0.12121212121212122,12,PI
44072,B_divergent,0.08080808080808081,8,PI
173668,non-B,0.12121212121212122,12,PI
116503,B,0.0,0,PI
50515,B,0.020202020202020204,2,PI
64519,B_divergent,0.050505050505050504,5,PI
29051,non-B,0.12121212121212122,12,PI
259223,B_divergent,0.050505050505050504,5,PI
615056,non-B,0.23232323232323232,23,PI
68349,non-B,0.1111111111111111,11,PI
73534,B,0.0,0,PI
81805,non-B,0.24242424242424243,24,PI
112447,non-B,0.1414141414141414,14,PI
145683,B,0.030303030303030304,3,PI
614598,B,0.030303030303030304,3,PI
115749,non-B,0.12121212121212122,12,PI
615518,non-B,0.18181818181818182,18,PI
50648,non-B,0.15151515151515152,15,PI
109396,B,0.020202020202020204,2,PI
13235,B_divergent,0.09090909090909091,9,PI
102769,non-B,0.10101010101010101,10,PI
89982,non-B,0.15151515151515152,15,PI
148027,B,0.0,0,PI
148013,B,0.030303030303030304,3,PI
73706,B_divergent,0.08080808080808081,8,PI
205638,B,0.04040404040404041,4,PI
206421,non-B,0.1111111111111111,11,PI
81010,non-B,0.10101010101010101,10,PI
112918,non-B,0.12121212121212122,12,PI
614466,B,0.04040404040404041,4,PI
61045,B_divergent,0.050505050505050504,5,PI
41032,B_divergent,0.050505050505050504,5,PI
60096,non-B,0.1717171717171717,17,PI
46177,non-B,0.10101010101010101,10,PI
117087,non-B,0.12121212121212122,12,PI
257943,B_divergent,0.09090909090909091,9,PI
98596,B_divergent,0.050505050505050504,5,PI
615022,B,0.04040404040404041,4,PI
4387,B_divergent,0.050505050505050504,5,PI
46711,B_divergent,0.08080808080808081,8,PI
112534,non-B,0.12121212121212122,12,PI
235707,B,0.020202020202020204,2,PI
614988,B_divergent,0.050505050505050504,5,PI
148007,B_divergent,0.050505050505050504,5,PI
117025,non-B,0.16161616161616163,16,PI
51006,B,0.04040404040404041,4,PI
148033,non-B,0.10101010101010101,10,PI
59264,B_divergent,0.0707070707070707,7,PI
61099,B,0.020202020202020204,2,PI
109410,B_divergent,0.0707070707070707,7,PI
15569,non-B,0.10101010101010101,10,PI
112439,non-B,0.13131313131313133,13,PI
75046,B,0.010101010101010102,1,PI
109462,B,0.020202020202020204,2,PI
614686,B,0.010101010101010102,1,PI
7426,B_divergent,0.08080808080808081,8,PI
45079,non-B,0.18181818181818182,18,PI
45078,non-B,0.1414141414141414,14,PI
44040,B,0.020202020202020204,2,PI
64497,B_divergent,0.050505050505050504,5,PI
112484,B_divergent,0.0707070707070707,7,PI
61141,B_divergent,0.050505050505050504,5,PI
81875,non-B,0.1111111111111111,11,PI
60717,non-B,0.1414141414141414,14,PI
27960,non-B,0.1111111111111111,11,PI
143342,B_divergent,0.08080808080808081,8,PI
78856,B,0.04040404040404041,4,PI
109398,B_divergent,0.050505050505050504,5,PI
615192,B,0.04040404040404041,4,PI
81941,non-B,0.12121212121212122,12,PI
44092,B,0.010101010101010102,1,PI
143346,non-B,0.20202020202020202,20,PI
28229,B,0.030303030303030304,3,PI
112916,non-B,0.1717171717171717,17,PI
206419,B,0.04040404040404041,4,PI
112498,non-B,0.1717171717171717,17,PI
172120,B_divergent,0.09090909090909091,9,PI
112403,non-B,0.12121212121212122,12,PI
66312,non-B,0.12121212121212122,12,PI
198537,B,0.04040404040404041,4,PI
615164,B,0.04040404040404041,4,PI
145707,B_divergent,0.08080808080808081,8,PI
614770,non-B,0.15151515151515152,15,PI
46188,B_divergent,0.0707070707070707,7,PI
205687,non-B,0.1111111111111111,11,PI
615484,non-B,0.1111111111111111,11,PI
81803,non-B,0.1717171717171717,17,PI
75718,B_divergent,0.050505050505050504,5,PI
148123,B_divergent,0.08080808080808081,8,PI
614572,non-B,0.13131313131313133,13,PI
7443,non-B,0.13131313131313133,13,PI
614784,non-B,0.1414141414141414,14,PI
61438,B_divergent,0.050505050505050504,5,PI
148085,B,0.04040404040404041,4,PI
11423,non-B,0.13131313131313133,13,PI
259175,B,0.010101010101010102,1,PI
115059,B_divergent,0.09090909090909091,9,PI
44080,B_divergent,0.06060606060606061,6,PI
257933,B_divergent,0.0707070707070707,7,PI
112570,B_divergent,0.0707070707070707,7,PI
112464,non-B,0.12121212121212122,12,PI
81781,B,0.030303030303030304,3,PI
81782,B_divergent,0.050505050505050504,5,PI
81783,B_divergent,0.0707070707070707,7,PI
614882,non-B,0.1717171717171717,17,PI
615320,B,0.010101010101010102,1,PI
66675,B_divergent,0.09090909090909091,9,PI
235709,B,0.020202020202020204,2,PI
68351,B_divergent,0.06060606060606061,6,PI
614768,non-B,0.15151515151515152,15,PI
206443,B,0.030303030303030304,3,PI
54302,B_divergent,0.09090909090909091,9,PI
123043,non-B,0.1414141414141414,14,PI
69302,B_divergent,0.050505050505050504,5,PI
112889,non-B,0.1717171717171717,17,PI
45089,non-B,0.1111111111111111,11,PI
45088,non-B,0.1111111111111111,11,PI
61105,B,0.020202020202020204,2,PI
82015,non-B,0.1111111111111111,11,PI
109416,non-B,0.10101010101010101,10,PI
103235,non-B,0.1919191919191919,19,PI
615244,B,0.020202020202020204,2,PI
54304,B_divergent,0.0707070707070707,7,PI
112385,non-B,0.13131313131313133,13,PI
52824,B,0.010101010101010102,1,PI
123047,non-B,0.18181818181818182,18,PI
614574,non-B,0.21212121212121213,21,PI
44098,B_divergent,0.050505050505050504,5,PI
216655,B_divergent,0.050505050505050504,5,PI
112910,non-B,0.1111111111111111,11,PI
81018,non-B,0.1111111111111111,11,PI
81877,non-B,0.1919191919191919,19,PI
64923,B,0.020202020202020204,2,PI
206413,B,0.030303030303030304,3,PI
614688,B_divergent,0.09090909090909091,9,PI
148105,B,0.020202020202020204,2,PI
54170,B,0.04040404040404041,4,PI
206447,non-B,0.13131313131313133,13,PI
259261,B,0.04040404040404041,4,PI
116499,B_divergent,0.0707070707070707,7,PI
45063,B_divergent,0.050505050505050504,5,PI
614932,B,0.030303030303030304,3,PI
145691,non-B,0.13131313131313133,13,PI
